root1	root2	image1	root1	root2	image2	positive
MeGlass_mtcnnpyp_160_32	meglass_120	54741099@N00_identity_1@11773226456_0	MeGlass_mtcnnpyp_160_32	meglass_120	54741099@N00_identity_1@252742926_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	54741099@N00_identity_1@13660998324_0	MeGlass_mtcnnpyp_160_32	meglass_120	54741099@N00_identity_1@2499157180_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	54876474@N00_identity_2@2563508432_1	MeGlass_mtcnnpyp_160_32	meglass_120	54876474@N00_identity_2@12730951193_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	54876474@N00_identity_2@307245101_0	MeGlass_mtcnnpyp_160_32	meglass_120	54876474@N00_identity_2@11697237663_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55018115@N06_identity_15@6719433123_3	MeGlass_mtcnnpyp_160_32	meglass_120	55018115@N06_identity_15@5815182100_3	1
MeGlass_mtcnnpyp_160_32	meglass_120	55018115@N06_identity_15@6719436409_0	MeGlass_mtcnnpyp_160_32	meglass_120	55018115@N06_identity_15@5814664543_1	1
MeGlass_mtcnnpyp_160_32	meglass_120	55046645@N00_identity_0@2234725837_0	MeGlass_mtcnnpyp_160_32	meglass_120	55046645@N00_identity_0@12817251014_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55046645@N00_identity_0@4868282537_0	MeGlass_mtcnnpyp_160_32	meglass_120	55046645@N00_identity_0@1120434402_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55130299@N06_identity_10@7422535362_8	MeGlass_mtcnnpyp_160_32	meglass_120	55130299@N06_identity_10@7422476242_6	1
MeGlass_mtcnnpyp_160_32	meglass_120	55130299@N06_identity_10@7422540632_8	MeGlass_mtcnnpyp_160_32	meglass_120	55130299@N06_identity_10@7422466982_4	1
MeGlass_mtcnnpyp_160_32	meglass_120	55173733@N00_identity_0@2082330964_0	MeGlass_mtcnnpyp_160_32	meglass_120	55173733@N00_identity_0@2184694879_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55173733@N00_identity_0@2195877045_1	MeGlass_mtcnnpyp_160_32	meglass_120	55173733@N00_identity_0@2184693199_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55231259@N00_identity_1@13901061971_0	MeGlass_mtcnnpyp_160_32	meglass_120	55231259@N00_identity_1@13817010223_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55231259@N00_identity_1@7170650177_0	MeGlass_mtcnnpyp_160_32	meglass_120	55231259@N00_identity_1@10907215013_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55275872@N05_identity_13@5607505381_5	MeGlass_mtcnnpyp_160_32	meglass_120	55275872@N05_identity_13@5672793135_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55275872@N05_identity_13@5610823585_0	MeGlass_mtcnnpyp_160_32	meglass_120	55275872@N05_identity_13@5672792651_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55449327@N00_identity_10@12567625223_1	MeGlass_mtcnnpyp_160_32	meglass_120	55449327@N00_identity_10@333944976_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55449327@N00_identity_10@8310267333_1	MeGlass_mtcnnpyp_160_32	meglass_120	55449327@N00_identity_10@333944335_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55449327@N00_identity_3@3151880557_1	MeGlass_mtcnnpyp_160_32	meglass_120	55449327@N00_identity_3@542999344_1	1
MeGlass_mtcnnpyp_160_32	meglass_120	55449327@N00_identity_3@333399368_1	MeGlass_mtcnnpyp_160_32	meglass_120	55449327@N00_identity_3@509648806_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55449327@N00_identity_77@518501623_0	MeGlass_mtcnnpyp_160_32	meglass_120	55449327@N00_identity_77@543295311_5	1
MeGlass_mtcnnpyp_160_32	meglass_120	55449327@N00_identity_77@519339963_0	MeGlass_mtcnnpyp_160_32	meglass_120	55449327@N00_identity_77@543205960_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55455788@N00_identity_12@8594816167_0	MeGlass_mtcnnpyp_160_32	meglass_120	55455788@N00_identity_12@10930057576_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55455788@N00_identity_12@8595916742_1	MeGlass_mtcnnpyp_160_32	meglass_120	55455788@N00_identity_12@10929985695_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55456073@N00_identity_2@2325979706_1	MeGlass_mtcnnpyp_160_32	meglass_120	55456073@N00_identity_2@1521961688_5	1
MeGlass_mtcnnpyp_160_32	meglass_120	55456073@N00_identity_2@4748126104_0	MeGlass_mtcnnpyp_160_32	meglass_120	55456073@N00_identity_2@1521961670_8	1
MeGlass_mtcnnpyp_160_32	meglass_120	55476234@N00_identity_7@4051654485_0	MeGlass_mtcnnpyp_160_32	meglass_120	55476234@N00_identity_7@4051576449_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55476234@N00_identity_7@4052364484_0	MeGlass_mtcnnpyp_160_32	meglass_120	55476234@N00_identity_7@4051573209_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55578389@N08_identity_0@10484170056_0	MeGlass_mtcnnpyp_160_32	meglass_120	55578389@N08_identity_0@8108882692_1	1
MeGlass_mtcnnpyp_160_32	meglass_120	55578389@N08_identity_0@10484174585_1	MeGlass_mtcnnpyp_160_32	meglass_120	55578389@N08_identity_0@7937221016_4	1
MeGlass_mtcnnpyp_160_32	meglass_120	55615801@N04_identity_10@5595756474_0	MeGlass_mtcnnpyp_160_32	meglass_120	55615801@N04_identity_10@7181186102_13	1
MeGlass_mtcnnpyp_160_32	meglass_120	55615801@N04_identity_10@6009417791_0	MeGlass_mtcnnpyp_160_32	meglass_120	55615801@N04_identity_10@7181169974_29	1
MeGlass_mtcnnpyp_160_32	meglass_120	55622671@N03_identity_1@10362838845_1	MeGlass_mtcnnpyp_160_32	meglass_120	55622671@N03_identity_1@10366231203_1	1
MeGlass_mtcnnpyp_160_32	meglass_120	55622671@N03_identity_1@10362903465_1	MeGlass_mtcnnpyp_160_32	meglass_120	55622671@N03_identity_1@10366228723_1	1
MeGlass_mtcnnpyp_160_32	meglass_120	55631425@N00_identity_3@122945702_0	MeGlass_mtcnnpyp_160_32	meglass_120	55631425@N00_identity_3@105701607_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55631425@N00_identity_3@122945848_0	MeGlass_mtcnnpyp_160_32	meglass_120	55631425@N00_identity_3@105701564_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55772206@N03_identity_0@6812051971_0	MeGlass_mtcnnpyp_160_32	meglass_120	55772206@N03_identity_0@6650112477_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55772206@N03_identity_0@6812099109_0	MeGlass_mtcnnpyp_160_32	meglass_120	55772206@N03_identity_0@6649689371_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55778433@N00_identity_0@2151584953_0	MeGlass_mtcnnpyp_160_32	meglass_120	55778433@N00_identity_0@1187746937_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55778433@N00_identity_0@5826860868_1	MeGlass_mtcnnpyp_160_32	meglass_120	55778433@N00_identity_0@10271798805_2	1
MeGlass_mtcnnpyp_160_32	meglass_120	55798727@N03_identity_38@7395279664_0	MeGlass_mtcnnpyp_160_32	meglass_120	55798727@N03_identity_38@7461645254_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55798727@N03_identity_38@8339641184_0	MeGlass_mtcnnpyp_160_32	meglass_120	55798727@N03_identity_38@7461640586_1	1
MeGlass_mtcnnpyp_160_32	meglass_120	55817020@N00_identity_8@11071132565_0	MeGlass_mtcnnpyp_160_32	meglass_120	55817020@N00_identity_8@114042496_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55817020@N00_identity_8@4993412359_0	MeGlass_mtcnnpyp_160_32	meglass_120	55817020@N00_identity_8@114039461_1	1
MeGlass_mtcnnpyp_160_32	meglass_120	55895336@N04_identity_1@6346387661_2	MeGlass_mtcnnpyp_160_32	meglass_120	55895336@N04_identity_1@6342891538_2	1
MeGlass_mtcnnpyp_160_32	meglass_120	55895336@N04_identity_1@6346389231_1	MeGlass_mtcnnpyp_160_32	meglass_120	55895336@N04_identity_1@6342888906_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55929357@N00_identity_0@12890751_0	MeGlass_mtcnnpyp_160_32	meglass_120	55929357@N00_identity_0@590014416_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	55929357@N00_identity_0@12894213_0	MeGlass_mtcnnpyp_160_32	meglass_120	55929357@N00_identity_0@22333865_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	56013801@N00_identity_11@203431571_0	MeGlass_mtcnnpyp_160_32	meglass_120	56013801@N00_identity_11@208117778_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	56013801@N00_identity_11@203432059_0	MeGlass_mtcnnpyp_160_32	meglass_120	56013801@N00_identity_11@208117563_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	56034767@N03_identity_11@5204503773_1	MeGlass_mtcnnpyp_160_32	meglass_120	56034767@N03_identity_11@5211163187_1	1
MeGlass_mtcnnpyp_160_32	meglass_120	56034767@N03_identity_11@5204715858_1	MeGlass_mtcnnpyp_160_32	meglass_120	56034767@N03_identity_11@5209863061_1	1
MeGlass_mtcnnpyp_160_32	meglass_120	56153436@N00_identity_19@3839349825_1	MeGlass_mtcnnpyp_160_32	meglass_120	56153436@N00_identity_19@3840129334_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	56153436@N00_identity_19@3840139060_1	MeGlass_mtcnnpyp_160_32	meglass_120	56153436@N00_identity_19@3839352989_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	56184052@N00_identity_0@265667795_1	MeGlass_mtcnnpyp_160_32	meglass_120	56184052@N00_identity_0@2582905342_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	56184052@N00_identity_0@265673848_0	MeGlass_mtcnnpyp_160_32	meglass_120	56184052@N00_identity_0@160464835_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	56203904@N00_identity_3@2783017415_0	MeGlass_mtcnnpyp_160_32	meglass_120	56203904@N00_identity_3@1385471672_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	56203904@N00_identity_3@2783025851_0	MeGlass_mtcnnpyp_160_32	meglass_120	56203904@N00_identity_3@1125345590_1	1
MeGlass_mtcnnpyp_160_32	meglass_120	56412640@N00_identity_5@8704078603_1	MeGlass_mtcnnpyp_160_32	meglass_120	56412640@N00_identity_5@8386355555_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	56412640@N00_identity_5@8719491381_2	MeGlass_mtcnnpyp_160_32	meglass_120	56412640@N00_identity_5@8386337595_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	56414187@N04_identity_6@5467759153_3	MeGlass_mtcnnpyp_160_32	meglass_120	56414187@N04_identity_6@5218144249_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	56414187@N04_identity_6@5473153987_1	MeGlass_mtcnnpyp_160_32	meglass_120	56414187@N04_identity_6@5217183442_1	1
MeGlass_mtcnnpyp_160_32	meglass_120	56415830@N06_identity_0@7919638108_0	MeGlass_mtcnnpyp_160_32	meglass_120	56415830@N06_identity_0@8115131172_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	56415830@N06_identity_0@8592901119_0	MeGlass_mtcnnpyp_160_32	meglass_120	56415830@N06_identity_0@7505895362_0	1
MeGlass_mtcnnpyp_160_32	meglass_120	48017522@N00_identity_24@6920445078_1	MeGlass_mtcnnpyp_160_32	meglass_120	48292998@N00_identity_2@2096789394_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	48017522@N00_identity_24@6920446970_1	MeGlass_mtcnnpyp_160_32	meglass_120	48292998@N00_identity_2@1586658367_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	48292998@N00_identity_2@8503364712_0	MeGlass_mtcnnpyp_160_32	meglass_120	48311620@N00_identity_4@8731080176_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	48292998@N00_identity_2@8677026512_1	MeGlass_mtcnnpyp_160_32	meglass_120	48311620@N00_identity_4@8729932601_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	48311620@N00_identity_4@136910559_0	MeGlass_mtcnnpyp_160_32	meglass_120	48445211@N06_identity_27@7604990910_2	0
MeGlass_mtcnnpyp_160_32	meglass_120	48311620@N00_identity_4@159186183_1	MeGlass_mtcnnpyp_160_32	meglass_120	48445211@N06_identity_27@7170202106_17	0
MeGlass_mtcnnpyp_160_32	meglass_120	48445211@N06_identity_27@7447860138_0	MeGlass_mtcnnpyp_160_32	meglass_120	48446581@N00_identity_1@7779380624_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	48445211@N06_identity_27@7448302826_1	MeGlass_mtcnnpyp_160_32	meglass_120	48446581@N00_identity_1@5967474092_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	48446581@N00_identity_1@5798972638_0	MeGlass_mtcnnpyp_160_32	meglass_120	48599820@N00_identity_0@178050703_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	48446581@N00_identity_1@5852364500_0	MeGlass_mtcnnpyp_160_32	meglass_120	48599820@N00_identity_0@178046095_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	48599820@N00_identity_0@178049391_0	MeGlass_mtcnnpyp_160_32	meglass_120	48600073795@N01_identity_5@10356655_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	48599820@N00_identity_0@178054649_0	MeGlass_mtcnnpyp_160_32	meglass_120	48600073795@N01_identity_5@10355059_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	48600073795@N01_identity_5@10470409_0	MeGlass_mtcnnpyp_160_32	meglass_120	48600085265@N01_identity_8@1058063949_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	48600073795@N01_identity_5@10470939_0	MeGlass_mtcnnpyp_160_32	meglass_120	48600085265@N01_identity_8@1057290359_2	0
MeGlass_mtcnnpyp_160_32	meglass_120	48600085265@N01_identity_8@1058180461_1	MeGlass_mtcnnpyp_160_32	meglass_120	48600091071@N01_identity_2@2369264578_6	0
MeGlass_mtcnnpyp_160_32	meglass_120	48600085265@N01_identity_8@1059034714_2	MeGlass_mtcnnpyp_160_32	meglass_120	48600091071@N01_identity_2@2169508494_6	0
MeGlass_mtcnnpyp_160_32	meglass_120	48600091071@N01_identity_2@3412305253_1	MeGlass_mtcnnpyp_160_32	meglass_120	48600099091@N01_identity_2@3643402474_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	48600091071@N01_identity_2@3413105334_0	MeGlass_mtcnnpyp_160_32	meglass_120	48600099091@N01_identity_2@12729231654_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	48600099091@N01_identity_2@6026928791_1	MeGlass_mtcnnpyp_160_32	meglass_120	48639602@N00_identity_12@1256468887_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	48600099091@N01_identity_2@6191483609_0	MeGlass_mtcnnpyp_160_32	meglass_120	48639602@N00_identity_12@1256468887_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	48639602@N00_identity_12@10608055793_2	MeGlass_mtcnnpyp_160_32	meglass_120	48664346@N02_identity_0@4505654019_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	48639602@N00_identity_12@1111280345_0	MeGlass_mtcnnpyp_160_32	meglass_120	48664346@N02_identity_0@4505652355_3	0
MeGlass_mtcnnpyp_160_32	meglass_120	48664346@N02_identity_0@4669741771_0	MeGlass_mtcnnpyp_160_32	meglass_120	48765744@N00_identity_0@27687751_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	48664346@N02_identity_0@4669774559_4	MeGlass_mtcnnpyp_160_32	meglass_120	48765744@N00_identity_0@27687749_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	48765744@N00_identity_0@2894314637_0	MeGlass_mtcnnpyp_160_32	meglass_120	48787978@N00_identity_8@3612835122_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	48765744@N00_identity_0@2895154970_0	MeGlass_mtcnnpyp_160_32	meglass_120	48787978@N00_identity_8@3612003981_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	48787978@N00_identity_8@3612615493_7	MeGlass_mtcnnpyp_160_32	meglass_120	48863907@N00_identity_0@1080578864_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	48787978@N00_identity_8@4465812049_0	MeGlass_mtcnnpyp_160_32	meglass_120	48863907@N00_identity_0@1079721821_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	48863907@N00_identity_0@168860368_2	MeGlass_mtcnnpyp_160_32	meglass_120	48889077652@N01_identity_2@8456397409_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	48863907@N00_identity_0@168865011_2	MeGlass_mtcnnpyp_160_32	meglass_120	48889077652@N01_identity_2@6916218558_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	48889077652@N01_identity_2@8534893961_0	MeGlass_mtcnnpyp_160_32	meglass_120	48889113645@N01_identity_1@499973856_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	48889077652@N01_identity_2@8535994032_0	MeGlass_mtcnnpyp_160_32	meglass_120	48889113645@N01_identity_1@237807820_3	0
MeGlass_mtcnnpyp_160_32	meglass_120	48889113645@N01_identity_1@107447323_0	MeGlass_mtcnnpyp_160_32	meglass_120	48961755@N04_identity_4@4898886665_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	48889113645@N01_identity_1@122788820_1	MeGlass_mtcnnpyp_160_32	meglass_120	48961755@N04_identity_4@4889386922_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	48961755@N04_identity_4@4888189650_0	MeGlass_mtcnnpyp_160_32	meglass_120	48973657@N00_identity_1@2121208668_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	48961755@N04_identity_4@4889430954_0	MeGlass_mtcnnpyp_160_32	meglass_120	48973657@N00_identity_1@1795199690_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	48973657@N00_identity_1@111470553_0	MeGlass_mtcnnpyp_160_32	meglass_120	49013511@N00_identity_2@1127852633_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	48973657@N00_identity_1@111470651_0	MeGlass_mtcnnpyp_160_32	meglass_120	49013511@N00_identity_2@1127850581_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49013511@N00_identity_2@1138178911_0	MeGlass_mtcnnpyp_160_32	meglass_120	49096025@N00_identity_2@12587155804_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49013511@N00_identity_2@269299207_0	MeGlass_mtcnnpyp_160_32	meglass_120	49096025@N00_identity_2@11471797206_3	0
MeGlass_mtcnnpyp_160_32	meglass_120	49096025@N00_identity_2@5272714891_0	MeGlass_mtcnnpyp_160_32	meglass_120	49182923@N00_identity_17@441013703_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49096025@N00_identity_2@5273315702_0	MeGlass_mtcnnpyp_160_32	meglass_120	49182923@N00_identity_17@441011462_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49182923@N00_identity_17@243574034_1	MeGlass_mtcnnpyp_160_32	meglass_120	49212110@N00_identity_16@4128584899_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49182923@N00_identity_17@246050410_1	MeGlass_mtcnnpyp_160_32	meglass_120	49212110@N00_identity_16@4127205249_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49212110@N00_identity_16@4129898909_0	MeGlass_mtcnnpyp_160_32	meglass_120	49215231@N00_identity_0@2587709367_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49212110@N00_identity_16@4129899167_0	MeGlass_mtcnnpyp_160_32	meglass_120	49215231@N00_identity_0@2587702505_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49215231@N00_identity_0@2588593216_0	MeGlass_mtcnnpyp_160_32	meglass_120	49231590@N07_identity_144@5364400424_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49215231@N00_identity_0@3114768606_0	MeGlass_mtcnnpyp_160_32	meglass_120	49231590@N07_identity_144@5364398364_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49231590@N07_identity_144@5364492966_0	MeGlass_mtcnnpyp_160_32	meglass_120	49316421@N00_identity_1@1397804507_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	49231590@N07_identity_144@5364648296_0	MeGlass_mtcnnpyp_160_32	meglass_120	49316421@N00_identity_1@1250955994_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49316421@N00_identity_1@11622229865_1	MeGlass_mtcnnpyp_160_32	meglass_120	49333279@N04_identity_6@7666698768_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49316421@N00_identity_1@4389476334_0	MeGlass_mtcnnpyp_160_32	meglass_120	49333279@N04_identity_6@7666695934_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49333279@N04_identity_6@5948089763_0	MeGlass_mtcnnpyp_160_32	meglass_120	49344088@N04_identity_80@5161045490_4	0
MeGlass_mtcnnpyp_160_32	meglass_120	49333279@N04_identity_6@5948156105_0	MeGlass_mtcnnpyp_160_32	meglass_120	49344088@N04_identity_80@5007835791_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49344088@N04_identity_80@5160440053_1	MeGlass_mtcnnpyp_160_32	meglass_120	49346485@N00_identity_7@104560620_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	49344088@N04_identity_80@5160440517_0	MeGlass_mtcnnpyp_160_32	meglass_120	49346485@N00_identity_7@104560508_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	49346485@N00_identity_7@2604520856_0	MeGlass_mtcnnpyp_160_32	meglass_120	49475364@N00_identity_18@2834002951_3	0
MeGlass_mtcnnpyp_160_32	meglass_120	49346485@N00_identity_7@327177286_1	MeGlass_mtcnnpyp_160_32	meglass_120	49475364@N00_identity_18@2834002437_3	0
MeGlass_mtcnnpyp_160_32	meglass_120	49475364@N00_identity_18@3871510677_4	MeGlass_mtcnnpyp_160_32	meglass_120	49475364@N00_identity_3@4738821387_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49475364@N00_identity_18@6617725913_0	MeGlass_mtcnnpyp_160_32	meglass_120	49475364@N00_identity_3@2834003449_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49475364@N00_identity_3@6617718423_0	MeGlass_mtcnnpyp_160_32	meglass_120	49486869@N03_identity_15@4547915112_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49475364@N00_identity_3@6617722539_2	MeGlass_mtcnnpyp_160_32	meglass_120	49486869@N03_identity_15@4547914972_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49486869@N03_identity_15@9033106634_4	MeGlass_mtcnnpyp_160_32	meglass_120	49486869@N03_identity_26@8223015545_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49486869@N03_identity_15@9085454242_1	MeGlass_mtcnnpyp_160_32	meglass_120	49486869@N03_identity_26@8223012439_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	49486869@N03_identity_26@8674913966_1	MeGlass_mtcnnpyp_160_32	meglass_120	49502987176@N01_identity_15@7855165182_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49486869@N03_identity_26@8674939830_0	MeGlass_mtcnnpyp_160_32	meglass_120	49502987176@N01_identity_15@7855164804_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49502987176@N01_identity_15@8088123939_1	MeGlass_mtcnnpyp_160_32	meglass_120	49503025036@N01_identity_13@3090582730_2	0
MeGlass_mtcnnpyp_160_32	meglass_120	49502987176@N01_identity_15@8088126010_1	MeGlass_mtcnnpyp_160_32	meglass_120	49503025036@N01_identity_13@3088922753_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49503025036@N01_identity_13@3092258932_1	MeGlass_mtcnnpyp_160_32	meglass_120	49503029253@N01_identity_3@4425184463_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49503025036@N01_identity_13@4906945797_0	MeGlass_mtcnnpyp_160_32	meglass_120	49503029253@N01_identity_3@4422938539_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49503029253@N01_identity_3@4425184009_0	MeGlass_mtcnnpyp_160_32	meglass_120	49503148006@N01_identity_0@2474298865_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	49503029253@N01_identity_3@4425187843_0	MeGlass_mtcnnpyp_160_32	meglass_120	49503148006@N01_identity_0@221485194_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	49503148006@N01_identity_0@1201656974_1	MeGlass_mtcnnpyp_160_32	meglass_120	49503152969@N01_identity_0@265851200_2	0
MeGlass_mtcnnpyp_160_32	meglass_120	49503148006@N01_identity_0@202236093_0	MeGlass_mtcnnpyp_160_32	meglass_120	49503152969@N01_identity_0@2619595859_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49503152969@N01_identity_0@250398508_2	MeGlass_mtcnnpyp_160_32	meglass_120	49503178415@N01_identity_2@104811971_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49503152969@N01_identity_0@3001028408_1	MeGlass_mtcnnpyp_160_32	meglass_120	49503178415@N01_identity_2@102145686_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49503178415@N01_identity_2@5386542922_1	MeGlass_mtcnnpyp_160_32	meglass_120	49503208451@N01_identity_2@5589259294_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49503178415@N01_identity_2@5386544834_1	MeGlass_mtcnnpyp_160_32	meglass_120	49503208451@N01_identity_2@5588683251_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	49503208451@N01_identity_2@1010937_3	MeGlass_mtcnnpyp_160_32	meglass_120	49539687@N05_identity_13@4545138217_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	49503208451@N01_identity_2@2104540523_6	MeGlass_mtcnnpyp_160_32	meglass_120	49539687@N05_identity_13@4545137793_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49539687@N05_identity_13@4545145303_0	MeGlass_mtcnnpyp_160_32	meglass_120	49663927@N06_identity_22@5779498707_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	49539687@N05_identity_13@4545777690_2	MeGlass_mtcnnpyp_160_32	meglass_120	49663927@N06_identity_22@5766675589_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	49663927@N06_identity_22@5767621410_0	MeGlass_mtcnnpyp_160_32	meglass_120	49681191@N00_identity_0@2662884138_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	49663927@N06_identity_22@8713794762_0	MeGlass_mtcnnpyp_160_32	meglass_120	49681191@N00_identity_0@2662047889_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49681191@N00_identity_0@714451275_0	MeGlass_mtcnnpyp_160_32	meglass_120	49695249@N07_identity_96@9152794941_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	49681191@N00_identity_0@715346752_1	MeGlass_mtcnnpyp_160_32	meglass_120	49695249@N07_identity_96@5276666682_1	0
MeGlass_mtcnnpyp_160_32	meglass_120	49695249@N07_identity_96@13961884556_2	MeGlass_mtcnnpyp_160_32	meglass_120	49783447@N00_identity_12@152320483_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49695249@N07_identity_96@13961911016_2	MeGlass_mtcnnpyp_160_32	meglass_120	49783447@N00_identity_12@149664614_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49783447@N00_identity_12@149370084_0	MeGlass_mtcnnpyp_160_32	meglass_120	49783447@N00_identity_6@149177046_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49783447@N00_identity_12@149376569_0	MeGlass_mtcnnpyp_160_32	meglass_120	49783447@N00_identity_6@149177010_0	0
MeGlass_mtcnnpyp_160_32	meglass_120	49783447@N00_identity_6@440069143_0	MeGlass_mtcnnpyp_160_32	meglass_120	49830077@N03_identity_4@13557250013_0	0
